,ParentClass,ParentName,ParentCategory,Collection,ChildClass,ChildName,ChildCategory
512,Generator,118_rtpv,RTPV,Fuels,Fuel,RTPV,-
513,Generator,118_rtpv_10,RTPV,Fuels,Fuel,RTPV,-
514,Generator,118_rtpv_2,RTPV,Fuels,Fuel,RTPV,-
515,Generator,118_rtpv_3,RTPV,Fuels,Fuel,RTPV,-
516,Generator,118_rtpv_4,RTPV,Fuels,Fuel,RTPV,-
517,Generator,118_rtpv_5,RTPV,Fuels,Fuel,RTPV,-
518,Generator,118_rtpv_6,RTPV,Fuels,Fuel,RTPV,-
519,Generator,118_rtpv_7,RTPV,Fuels,Fuel,RTPV,-
520,Generator,118_rtpv_8,RTPV,Fuels,Fuel,RTPV,-
521,Generator,118_rtpv_9,RTPV,Fuels,Fuel,RTPV,-
522,Generator,213_rtpv,RTPV,Fuels,Fuel,RTPV,-
523,Generator,308_rtpv,RTPV,Fuels,Fuel,RTPV,-
524,Generator,313_rtpv,RTPV,Fuels,Fuel,RTPV,-
525,Generator,313_rtpv_10,RTPV,Fuels,Fuel,RTPV,-
526,Generator,313_rtpv_11,RTPV,Fuels,Fuel,RTPV,-
527,Generator,313_rtpv_12,RTPV,Fuels,Fuel,RTPV,-
528,Generator,313_rtpv_13,RTPV,Fuels,Fuel,RTPV,-
529,Generator,313_rtpv_2,RTPV,Fuels,Fuel,RTPV,-
530,Generator,313_rtpv_3,RTPV,Fuels,Fuel,RTPV,-
531,Generator,313_rtpv_4,RTPV,Fuels,Fuel,RTPV,-
532,Generator,313_rtpv_5,RTPV,Fuels,Fuel,RTPV,-
533,Generator,313_rtpv_6,RTPV,Fuels,Fuel,RTPV,-
534,Generator,313_rtpv_7,RTPV,Fuels,Fuel,RTPV,-
535,Generator,313_rtpv_8,RTPV,Fuels,Fuel,RTPV,-
536,Generator,313_rtpv_9,RTPV,Fuels,Fuel,RTPV,-
537,Generator,320_rtpv,RTPV,Fuels,Fuel,RTPV,-
538,Generator,320_rtpv_2,RTPV,Fuels,Fuel,RTPV,-
539,Generator,320_rtpv_3,RTPV,Fuels,Fuel,RTPV,-
540,Generator,320_rtpv_4,RTPV,Fuels,Fuel,RTPV,-
541,Generator,320_rtpv_5,RTPV,Fuels,Fuel,RTPV,-
542,Generator,320_rtpv_6,RTPV,Fuels,Fuel,RTPV,-
543,Generator,122_wind,Wind,Fuels,Fuel,Wind,-
544,Generator,303_wind,Wind,Fuels,Fuel,Wind,-
545,Generator,309_wind,Wind,Fuels,Fuel,Wind,-
546,Generator,317_wind,Wind,Fuels,Fuel,Wind,-
547,Generator,101_3,Coal/Steam,Nodes,Node,101,1
548,Generator,101_4,Coal/Steam,Nodes,Node,101,1
549,Generator,101_5,Coal/Steam,Nodes,Node,101,1
550,Generator,102_3,Coal/Steam,Nodes,Node,102,1
551,Generator,102_4,Coal/Steam,Nodes,Node,102,1
552,Generator,115_3,Coal/Steam,Nodes,Node,115,1
553,Generator,116_1,Coal/Steam,Nodes,Node,116,1
554,Generator,123_2,Coal/Steam,Nodes,Node,123,1
555,Generator,123_3,Coal/Steam,Nodes,Node,123,1
556,Generator,201_3,Coal/Steam,Nodes,Node,201,2
557,Generator,202_3,Coal/Steam,Nodes,Node,202,2
558,Generator,202_4,Coal/Steam,Nodes,Node,202,2
559,Generator,216_1,Coal/Steam,Nodes,Node,216,2
560,Generator,223_1,Coal/Steam,Nodes,Node,223,2
561,Generator,223_2,Coal/Steam,Nodes,Node,223,2
562,Generator,223_3,Coal/Steam,Nodes,Node,223,2
563,Generator,316_1,Coal/Steam,Nodes,Node,316,3
564,Generator,316_2,Coal/Steam,Nodes,Node,316,3
565,Generator,316_3,Coal/Steam,Nodes,Node,316,3
566,Generator,316_4,Coal/Steam,Nodes,Node,316,3
567,Generator,122_1,Hydro,Nodes,Node,122,1
568,Generator,122_2,Hydro,Nodes,Node,122,1
569,Generator,122_3,Hydro,Nodes,Node,122,1
570,Generator,122_4,Hydro,Nodes,Node,122,1
571,Generator,122_5,Hydro,Nodes,Node,122,1
572,Generator,122_6,Hydro,Nodes,Node,122,1
573,Generator,201_4,Hydro,Nodes,Node,201,2
574,Generator,215_1,Hydro,Nodes,Node,215,2
575,Generator,215_2,Hydro,Nodes,Node,215,2
576,Generator,215_3,Hydro,Nodes,Node,215,2
577,Generator,222_1,Hydro,Nodes,Node,222,2
578,Generator,222_2,Hydro,Nodes,Node,222,2
579,Generator,222_3,Hydro,Nodes,Node,222,2
580,Generator,222_4,Hydro,Nodes,Node,222,2
581,Generator,222_5,Hydro,Nodes,Node,222,2
582,Generator,222_6,Hydro,Nodes,Node,222,2
583,Generator,222_7,Hydro,Nodes,Node,222,2
584,Generator,322_1,Hydro,Nodes,Node,322,3
585,Generator,322_2,Hydro,Nodes,Node,322,3
586,Generator,322_3,Hydro,Nodes,Node,322,3
587,Generator,322_4,Hydro,Nodes,Node,322,3
588,Generator,107_1,NG/CC,Nodes,Node,107,1
589,Generator,118_1,NG/CC,Nodes,Node,118,1
590,Generator,118_2,NG/CC,Nodes,Node,118,1
591,Generator,213_3,NG/CC,Nodes,Node,213,2
592,Generator,218_1,NG/CC,Nodes,Node,218,2
593,Generator,221_1,NG/CC,Nodes,Node,221,2
594,Generator,313_1,NG/CC,Nodes,Node,313,3
595,Generator,318_1,NG/CC,Nodes,Node,318,3
596,Generator,321_1,NG/CC,Nodes,Node,321,3
597,Generator,323_1,NG/CC,Nodes,Node,323,3
598,Generator,323_2,NG/CC,Nodes,Node,323,3
599,Generator,113_1,NG/CT,Nodes,Node,113,1
600,Generator,113_2,NG/CT,Nodes,Node,113,1
601,Generator,113_3,NG/CT,Nodes,Node,113,1
602,Generator,113_4,NG/CT,Nodes,Node,113,1
603,Generator,113_5,NG/CT,Nodes,Node,113,1
604,Generator,123_1,NG/CT,Nodes,Node,123,1
605,Generator,123_4,NG/CT,Nodes,Node,123,1
606,Generator,123_5,NG/CT,Nodes,Node,123,1
607,Generator,207_1,NG/CT,Nodes,Node,207,2
608,Generator,207_2,NG/CT,Nodes,Node,207,2
609,Generator,213_1,NG/CT,Nodes,Node,213,2
610,Generator,213_2,NG/CT,Nodes,Node,213,2
611,Generator,215_4,NG/CT,Nodes,Node,215,2
612,Generator,215_5,NG/CT,Nodes,Node,215,2
613,Generator,223_4,NG/CT,Nodes,Node,223,2
614,Generator,223_5,NG/CT,Nodes,Node,223,2
615,Generator,223_6,NG/CT,Nodes,Node,223,2
616,Generator,301_3,NG/CT,Nodes,Node,301,3
617,Generator,301_4,NG/CT,Nodes,Node,301,3
618,Generator,302_3,NG/CT,Nodes,Node,302,3
619,Generator,302_4,NG/CT,Nodes,Node,302,3
620,Generator,307_1,NG/CT,Nodes,Node,307,3
621,Generator,307_2,NG/CT,Nodes,Node,307,3
622,Generator,315_6,NG/CT,Nodes,Node,315,3
623,Generator,315_7,NG/CT,Nodes,Node,315,3
624,Generator,315_8,NG/CT,Nodes,Node,315,3
625,Generator,322_5,NG/CT,Nodes,Node,322,3
626,Generator,322_6,NG/CT,Nodes,Node,322,3
627,Generator,121_1,Nuclear,Nodes,Node,121,1
628,Generator,101_1,Oil/CT,Nodes,Node,101,1
629,Generator,101_2,Oil/CT,Nodes,Node,101,1
630,Generator,102_1,Oil/CT,Nodes,Node,102,1
631,Generator,102_2,Oil/CT,Nodes,Node,102,1
632,Generator,201_1,Oil/CT,Nodes,Node,201,2
633,Generator,201_2,Oil/CT,Nodes,Node,201,2
634,Generator,202_1,Oil/CT,Nodes,Node,202,2
635,Generator,202_2,Oil/CT,Nodes,Node,202,2
636,Generator,301_1,Oil/CT,Nodes,Node,301,3
637,Generator,301_2,Oil/CT,Nodes,Node,301,3
638,Generator,302_1,Oil/CT,Nodes,Node,302,3
639,Generator,302_2,Oil/CT,Nodes,Node,302,3
640,Generator,115_1,Oil/Steam,Nodes,Node,115,1
641,Generator,115_2,Oil/Steam,Nodes,Node,115,1
642,Generator,315_1,Oil/Steam,Nodes,Node,315,3
643,Generator,315_2,Oil/Steam,Nodes,Node,315,3
644,Generator,315_3,Oil/Steam,Nodes,Node,315,3
645,Generator,315_4,Oil/Steam,Nodes,Node,315,3
646,Generator,315_5,Oil/Steam,Nodes,Node,315,3
647,Generator,101_pv,PV,Nodes,Node,101,1
648,Generator,101_pv_2,PV,Nodes,Node,101,1
649,Generator,101_pv_3,PV,Nodes,Node,101,1
650,Generator,101_pv_4,PV,Nodes,Node,101,1
651,Generator,102_pv,PV,Nodes,Node,102,1
652,Generator,102_pv_2,PV,Nodes,Node,102,1
653,Generator,103_pv,PV,Nodes,Node,103,1
654,Generator,104_pv,PV,Nodes,Node,104,1
655,Generator,113_pv,PV,Nodes,Node,113,1
656,Generator,119_pv,PV,Nodes,Node,119,1
657,Generator,215_pv,PV,Nodes,Node,215,2
658,Generator,310_pv,PV,Nodes,Node,310,3
659,Generator,310_pv_2,PV,Nodes,Node,310,3
660,Generator,312_pv,PV,Nodes,Node,312,3
661,Generator,313_pv,PV,Nodes,Node,313,3
662,Generator,313_pv_2,PV,Nodes,Node,313,3
663,Generator,314_pv,PV,Nodes,Node,314,3
664,Generator,314_pv_2,PV,Nodes,Node,314,3
665,Generator,314_pv_3,PV,Nodes,Node,314,3
666,Generator,314_pv_4,PV,Nodes,Node,314,3
667,Generator,319_pv,PV,Nodes,Node,319,3
668,Generator,320_pv,PV,Nodes,Node,320,3
669,Generator,324_pv,PV,Nodes,Node,324,3
670,Generator,324_pv_2,PV,Nodes,Node,324,3
671,Generator,324_pv_3,PV,Nodes,Node,324,3
672,Generator,118_rtpv,RTPV,Nodes,Node,118,1
673,Generator,118_rtpv_10,RTPV,Nodes,Node,118,1
674,Generator,118_rtpv_2,RTPV,Nodes,Node,118,1
675,Generator,118_rtpv_3,RTPV,Nodes,Node,118,1
676,Generator,118_rtpv_4,RTPV,Nodes,Node,118,1
677,Generator,118_rtpv_5,RTPV,Nodes,Node,118,1
678,Generator,118_rtpv_6,RTPV,Nodes,Node,118,1
679,Generator,118_rtpv_7,RTPV,Nodes,Node,118,1
680,Generator,118_rtpv_8,RTPV,Nodes,Node,118,1
681,Generator,118_rtpv_9,RTPV,Nodes,Node,118,1
682,Generator,213_rtpv,RTPV,Nodes,Node,213,2
683,Generator,308_rtpv,RTPV,Nodes,Node,308,3
684,Generator,313_rtpv,RTPV,Nodes,Node,313,3
685,Generator,313_rtpv_10,RTPV,Nodes,Node,313,3
686,Generator,313_rtpv_11,RTPV,Nodes,Node,313,3
687,Generator,313_rtpv_12,RTPV,Nodes,Node,313,3
688,Generator,313_rtpv_13,RTPV,Nodes,Node,313,3
689,Generator,313_rtpv_2,RTPV,Nodes,Node,313,3
690,Generator,313_rtpv_3,RTPV,Nodes,Node,313,3
691,Generator,313_rtpv_4,RTPV,Nodes,Node,313,3
692,Generator,313_rtpv_5,RTPV,Nodes,Node,313,3
693,Generator,313_rtpv_6,RTPV,Nodes,Node,313,3
694,Generator,313_rtpv_7,RTPV,Nodes,Node,313,3
695,Generator,313_rtpv_8,RTPV,Nodes,Node,313,3
696,Generator,313_rtpv_9,RTPV,Nodes,Node,313,3
697,Generator,320_rtpv,RTPV,Nodes,Node,320,3
698,Generator,320_rtpv_2,RTPV,Nodes,Node,320,3
699,Generator,320_rtpv_3,RTPV,Nodes,Node,320,3
700,Generator,320_rtpv_4,RTPV,Nodes,Node,320,3
701,Generator,320_rtpv_5,RTPV,Nodes,Node,320,3
702,Generator,320_rtpv_6,RTPV,Nodes,Node,320,3
703,Generator,122_wind,Wind,Nodes,Node,122,1
704,Generator,303_wind,Wind,Nodes,Node,303,3
705,Generator,309_wind,Wind,Nodes,Node,309,3
706,Generator,317_wind,Wind,Nodes,Node,317,3
707,Emission,CO2,-,Generators,Generator,101_3,Coal/Steam
708,Emission,CO2,-,Generators,Generator,101_4,Coal/Steam
709,Emission,CO2,-,Generators,Generator,101_5,Coal/Steam
710,Emission,CO2,-,Generators,Generator,102_3,Coal/Steam
711,Emission,CO2,-,Generators,Generator,102_4,Coal/Steam
712,Emission,CO2,-,Generators,Generator,115_3,Coal/Steam
713,Emission,CO2,-,Generators,Generator,116_1,Coal/Steam
714,Emission,CO2,-,Generators,Generator,123_2,Coal/Steam
715,Emission,CO2,-,Generators,Generator,123_3,Coal/Steam
716,Emission,CO2,-,Generators,Generator,201_3,Coal/Steam
717,Emission,CO2,-,Generators,Generator,202_3,Coal/Steam
718,Emission,CO2,-,Generators,Generator,202_4,Coal/Steam
719,Emission,CO2,-,Generators,Generator,216_1,Coal/Steam
720,Emission,CO2,-,Generators,Generator,223_1,Coal/Steam
721,Emission,CO2,-,Generators,Generator,223_2,Coal/Steam
722,Emission,CO2,-,Generators,Generator,223_3,Coal/Steam
723,Emission,CO2,-,Generators,Generator,316_1,Coal/Steam
724,Emission,CO2,-,Generators,Generator,316_2,Coal/Steam
725,Emission,CO2,-,Generators,Generator,316_3,Coal/Steam
726,Emission,CO2,-,Generators,Generator,316_4,Coal/Steam
727,Emission,CO2,-,Generators,Generator,107_1,NG/CC
728,Emission,CO2,-,Generators,Generator,118_1,NG/CC
729,Emission,CO2,-,Generators,Generator,118_2,NG/CC
730,Emission,CO2,-,Generators,Generator,213_3,NG/CC
731,Emission,CO2,-,Generators,Generator,218_1,NG/CC
732,Emission,CO2,-,Generators,Generator,221_1,NG/CC
733,Emission,CO2,-,Generators,Generator,313_1,NG/CC
734,Emission,CO2,-,Generators,Generator,318_1,NG/CC
735,Emission,CO2,-,Generators,Generator,321_1,NG/CC
736,Emission,CO2,-,Generators,Generator,323_1,NG/CC
737,Emission,CO2,-,Generators,Generator,323_2,NG/CC
738,Emission,CO2,-,Generators,Generator,113_1,NG/CT
739,Emission,CO2,-,Generators,Generator,113_2,NG/CT
740,Emission,CO2,-,Generators,Generator,113_3,NG/CT
741,Emission,CO2,-,Generators,Generator,113_4,NG/CT
742,Emission,CO2,-,Generators,Generator,113_5,NG/CT
743,Emission,CO2,-,Generators,Generator,123_1,NG/CT
744,Emission,CO2,-,Generators,Generator,123_4,NG/CT
745,Emission,CO2,-,Generators,Generator,123_5,NG/CT
746,Emission,CO2,-,Generators,Generator,207_1,NG/CT
747,Emission,CO2,-,Generators,Generator,207_2,NG/CT
748,Emission,CO2,-,Generators,Generator,213_1,NG/CT
749,Emission,CO2,-,Generators,Generator,213_2,NG/CT
750,Emission,CO2,-,Generators,Generator,215_4,NG/CT
751,Emission,CO2,-,Generators,Generator,215_5,NG/CT
752,Emission,CO2,-,Generators,Generator,223_4,NG/CT
753,Emission,CO2,-,Generators,Generator,223_5,NG/CT
754,Emission,CO2,-,Generators,Generator,223_6,NG/CT
755,Emission,CO2,-,Generators,Generator,301_3,NG/CT
756,Emission,CO2,-,Generators,Generator,301_4,NG/CT
757,Emission,CO2,-,Generators,Generator,302_3,NG/CT
758,Emission,CO2,-,Generators,Generator,302_4,NG/CT
759,Emission,CO2,-,Generators,Generator,307_1,NG/CT
760,Emission,CO2,-,Generators,Generator,307_2,NG/CT
761,Emission,CO2,-,Generators,Generator,315_6,NG/CT
762,Emission,CO2,-,Generators,Generator,315_7,NG/CT
763,Emission,CO2,-,Generators,Generator,315_8,NG/CT
764,Emission,CO2,-,Generators,Generator,322_5,NG/CT
765,Emission,CO2,-,Generators,Generator,322_6,NG/CT
766,Emission,CO2,-,Generators,Generator,101_1,Oil/CT
767,Emission,CO2,-,Generators,Generator,101_2,Oil/CT
768,Emission,CO2,-,Generators,Generator,102_1,Oil/CT
769,Emission,CO2,-,Generators,Generator,102_2,Oil/CT
770,Emission,CO2,-,Generators,Generator,201_1,Oil/CT
771,Emission,CO2,-,Generators,Generator,201_2,Oil/CT
772,Emission,CO2,-,Generators,Generator,202_1,Oil/CT
773,Emission,CO2,-,Generators,Generator,202_2,Oil/CT
774,Emission,CO2,-,Generators,Generator,301_1,Oil/CT
775,Emission,CO2,-,Generators,Generator,301_2,Oil/CT
776,Emission,CO2,-,Generators,Generator,302_1,Oil/CT
777,Emission,CO2,-,Generators,Generator,302_2,Oil/CT
778,Emission,CO2,-,Generators,Generator,115_1,Oil/Steam
779,Emission,CO2,-,Generators,Generator,115_2,Oil/Steam
780,Emission,CO2,-,Generators,Generator,315_1,Oil/Steam
781,Emission,CO2,-,Generators,Generator,315_2,Oil/Steam
782,Emission,CO2,-,Generators,Generator,315_3,Oil/Steam
783,Emission,CO2,-,Generators,Generator,315_4,Oil/Steam
784,Emission,CO2,-,Generators,Generator,315_5,Oil/Steam
785,Emission,CO2,-,Fuels,Fuel,Coal/Steam,-
786,Emission,CO2,-,Fuels,Fuel,NG/CC,-
787,Emission,CO2,-,Fuels,Fuel,NG/CT,-
788,Emission,CO2,-,Fuels,Fuel,Oil/CT,-
789,Emission,CO2,-,Fuels,Fuel,Oil/Steam,-
790,Reserve,Spin Up,-,Generators,Generator,101_3,Coal/Steam
791,Reserve,Spin Up,-,Generators,Generator,101_4,Coal/Steam
792,Reserve,Spin Up,-,Generators,Generator,101_5,Coal/Steam
793,Reserve,Spin Up,-,Generators,Generator,102_3,Coal/Steam
794,Reserve,Spin Up,-,Generators,Generator,102_4,Coal/Steam
795,Reserve,Spin Up,-,Generators,Generator,115_3,Coal/Steam
796,Reserve,Spin Up,-,Generators,Generator,116_1,Coal/Steam
797,Reserve,Spin Up,-,Generators,Generator,123_2,Coal/Steam
798,Reserve,Spin Up,-,Generators,Generator,123_3,Coal/Steam
799,Reserve,Spin Up,-,Generators,Generator,201_3,Coal/Steam
800,Reserve,Spin Up,-,Generators,Generator,202_3,Coal/Steam
801,Reserve,Spin Up,-,Generators,Generator,202_4,Coal/Steam
802,Reserve,Spin Up,-,Generators,Generator,216_1,Coal/Steam
803,Reserve,Spin Up,-,Generators,Generator,223_1,Coal/Steam
804,Reserve,Spin Up,-,Generators,Generator,223_2,Coal/Steam
805,Reserve,Spin Up,-,Generators,Generator,223_3,Coal/Steam
806,Reserve,Spin Up,-,Generators,Generator,316_1,Coal/Steam
807,Reserve,Spin Up,-,Generators,Generator,316_2,Coal/Steam
808,Reserve,Spin Up,-,Generators,Generator,316_3,Coal/Steam
809,Reserve,Spin Up,-,Generators,Generator,316_4,Coal/Steam
810,Reserve,Spin Up,-,Generators,Generator,122_1,Hydro
811,Reserve,Spin Up,-,Generators,Generator,122_2,Hydro
812,Reserve,Spin Up,-,Generators,Generator,107_1,NG/CC
813,Reserve,Spin Up,-,Generators,Generator,118_1,NG/CC
814,Reserve,Spin Up,-,Generators,Generator,118_2,NG/CC
815,Reserve,Spin Up,-,Generators,Generator,213_3,NG/CC
816,Reserve,Spin Up,-,Generators,Generator,218_1,NG/CC
817,Reserve,Spin Up,-,Generators,Generator,221_1,NG/CC
818,Reserve,Spin Up,-,Generators,Generator,313_1,NG/CC
819,Reserve,Spin Up,-,Generators,Generator,318_1,NG/CC
820,Reserve,Spin Up,-,Generators,Generator,321_1,NG/CC
821,Reserve,Spin Up,-,Generators,Generator,323_1,NG/CC
822,Reserve,Spin Up,-,Generators,Generator,323_2,NG/CC
823,Reserve,Spin Up,-,Generators,Generator,113_1,NG/CT
824,Reserve,Spin Up,-,Generators,Generator,113_2,NG/CT
825,Reserve,Spin Up,-,Generators,Generator,113_3,NG/CT
826,Reserve,Spin Up,-,Generators,Generator,113_4,NG/CT
827,Reserve,Spin Up,-,Generators,Generator,113_5,NG/CT
828,Reserve,Spin Up,-,Generators,Generator,123_1,NG/CT
829,Reserve,Spin Up,-,Generators,Generator,123_4,NG/CT
830,Reserve,Spin Up,-,Generators,Generator,123_5,NG/CT
831,Reserve,Spin Up,-,Generators,Generator,207_1,NG/CT
832,Reserve,Spin Up,-,Generators,Generator,207_2,NG/CT
833,Reserve,Spin Up,-,Generators,Generator,213_1,NG/CT
834,Reserve,Spin Up,-,Generators,Generator,213_2,NG/CT
835,Reserve,Spin Up,-,Generators,Generator,215_4,NG/CT
836,Reserve,Spin Up,-,Generators,Generator,215_5,NG/CT
837,Reserve,Spin Up,-,Generators,Generator,223_4,NG/CT
838,Reserve,Spin Up,-,Generators,Generator,223_5,NG/CT
839,Reserve,Spin Up,-,Generators,Generator,223_6,NG/CT
840,Reserve,Spin Up,-,Generators,Generator,301_3,NG/CT
841,Reserve,Spin Up,-,Generators,Generator,301_4,NG/CT
842,Reserve,Spin Up,-,Generators,Generator,302_3,NG/CT
843,Reserve,Spin Up,-,Generators,Generator,302_4,NG/CT
844,Reserve,Spin Up,-,Generators,Generator,307_1,NG/CT
845,Reserve,Spin Up,-,Generators,Generator,307_2,NG/CT
846,Reserve,Spin Up,-,Generators,Generator,315_6,NG/CT
847,Reserve,Spin Up,-,Generators,Generator,315_7,NG/CT
848,Reserve,Spin Up,-,Generators,Generator,315_8,NG/CT
849,Reserve,Spin Up,-,Generators,Generator,322_5,NG/CT
850,Reserve,Spin Up,-,Generators,Generator,322_6,NG/CT
851,Reserve,Spin Up,-,Generators,Generator,101_1,Oil/CT
852,Reserve,Spin Up,-,Generators,Generator,101_2,Oil/CT
853,Reserve,Spin Up,-,Generators,Generator,102_1,Oil/CT
854,Reserve,Spin Up,-,Generators,Generator,102_2,Oil/CT
855,Reserve,Spin Up,-,Generators,Generator,201_1,Oil/CT
856,Reserve,Spin Up,-,Generators,Generator,201_2,Oil/CT
857,Reserve,Spin Up,-,Generators,Generator,202_1,Oil/CT
858,Reserve,Spin Up,-,Generators,Generator,202_2,Oil/CT
859,Reserve,Spin Up,-,Generators,Generator,301_1,Oil/CT
860,Reserve,Spin Up,-,Generators,Generator,301_2,Oil/CT
861,Reserve,Spin Up,-,Generators,Generator,302_1,Oil/CT
862,Reserve,Spin Up,-,Generators,Generator,302_2,Oil/CT
863,Reserve,Spin Up,-,Generators,Generator,115_1,Oil/Steam
864,Reserve,Spin Up,-,Generators,Generator,115_2,Oil/Steam
865,Reserve,Spin Up,-,Generators,Generator,315_1,Oil/Steam
866,Reserve,Spin Up,-,Generators,Generator,315_2,Oil/Steam
867,Reserve,Spin Up,-,Generators,Generator,315_3,Oil/Steam
868,Reserve,Spin Up,-,Generators,Generator,315_4,Oil/Steam
869,Reserve,Spin Up,-,Generators,Generator,315_5,Oil/Steam
870,Reserve,Spin Up,-,Regions,Region,1,-
871,Reserve,Spin Up,-,Regions,Region,2,-
872,Reserve,Spin Up,-,Regions,Region,3,-
873,Node,101,1,Region,Region,1,-
874,Node,102,1,Region,Region,1,-
875,Node,103,1,Region,Region,1,-
876,Node,104,1,Region,Region,1,-
877,Node,105,1,Region,Region,1,-
878,Node,106,1,Region,Region,1,-
879,Node,107,1,Region,Region,1,-
880,Node,108,1,Region,Region,1,-
881,Node,109,1,Region,Region,1,-
882,Node,110,1,Region,Region,1,-
883,Node,111,1,Region,Region,1,-
884,Node,112,1,Region,Region,1,-
885,Node,113,1,Region,Region,1,-
886,Node,114,1,Region,Region,1,-
887,Node,115,1,Region,Region,1,-
888,Node,116,1,Region,Region,1,-
889,Node,117,1,Region,Region,1,-
890,Node,118,1,Region,Region,1,-
891,Node,119,1,Region,Region,1,-
892,Node,120,1,Region,Region,1,-
893,Node,121,1,Region,Region,1,-
894,Node,122,1,Region,Region,1,-
895,Node,123,1,Region,Region,1,-
896,Node,124,1,Region,Region,1,-
897,Node,201,2,Region,Region,2,-
898,Node,202,2,Region,Region,2,-
899,Node,203,2,Region,Region,2,-
900,Node,204,2,Region,Region,2,-
901,Node,205,2,Region,Region,2,-
902,Node,206,2,Region,Region,2,-
903,Node,207,2,Region,Region,2,-
904,Node,208,2,Region,Region,2,-
905,Node,209,2,Region,Region,2,-
906,Node,210,2,Region,Region,2,-
907,Node,211,2,Region,Region,2,-
908,Node,212,2,Region,Region,2,-
909,Node,213,2,Region,Region,2,-
910,Node,214,2,Region,Region,2,-
911,Node,215,2,Region,Region,2,-
912,Node,216,2,Region,Region,2,-
913,Node,217,2,Region,Region,2,-
914,Node,218,2,Region,Region,2,-
915,Node,219,2,Region,Region,2,-
916,Node,220,2,Region,Region,2,-
917,Node,221,2,Region,Region,2,-
918,Node,222,2,Region,Region,2,-
919,Node,223,2,Region,Region,2,-
920,Node,224,2,Region,Region,2,-
921,Node,301,3,Region,Region,3,-
922,Node,302,3,Region,Region,3,-
923,Node,303,3,Region,Region,3,-
924,Node,304,3,Region,Region,3,-
925,Node,305,3,Region,Region,3,-
926,Node,306,3,Region,Region,3,-
927,Node,307,3,Region,Region,3,-
928,Node,308,3,Region,Region,3,-
929,Node,309,3,Region,Region,3,-
930,Node,310,3,Region,Region,3,-
931,Node,311,3,Region,Region,3,-
932,Node,312,3,Region,Region,3,-
933,Node,313,3,Region,Region,3,-
934,Node,314,3,Region,Region,3,-
935,Node,315,3,Region,Region,3,-
936,Node,316,3,Region,Region,3,-
937,Node,317,3,Region,Region,3,-
938,Node,318,3,Region,Region,3,-
939,Node,319,3,Region,Region,3,-
940,Node,320,3,Region,Region,3,-
941,Node,321,3,Region,Region,3,-
942,Node,322,3,Region,Region,3,-
943,Node,323,3,Region,Region,3,-
944,Node,324,3,Region,Region,3,-
945,Node,325,3,Region,Region,3,-
946,Node,326,3,Region,Region,3,-
947,Node,327,3,Region,Region,3,-
948,Node,101,1,Zone,Zone,11,-
949,Node,102,1,Zone,Zone,11,-
950,Node,103,1,Zone,Zone,11,-
951,Node,104,1,Zone,Zone,11,-
952,Node,105,1,Zone,Zone,11,-
953,Node,106,1,Zone,Zone,11,-
954,Node,107,1,Zone,Zone,11,-
955,Node,108,1,Zone,Zone,11,-
956,Node,109,1,Zone,Zone,11,-
957,Node,110,1,Zone,Zone,11,-
958,Node,111,1,Zone,Zone,11,-
959,Node,112,1,Zone,Zone,11,-
960,Node,113,1,Zone,Zone,12,-
961,Node,114,1,Zone,Zone,12,-
962,Node,115,1,Zone,Zone,12,-
963,Node,116,1,Zone,Zone,12,-
964,Node,117,1,Zone,Zone,12,-
965,Node,118,1,Zone,Zone,12,-
966,Node,119,1,Zone,Zone,12,-
967,Node,120,1,Zone,Zone,12,-
968,Node,121,1,Zone,Zone,12,-
969,Node,122,1,Zone,Zone,12,-
970,Node,123,1,Zone,Zone,12,-
971,Node,124,1,Zone,Zone,12,-
972,Node,201,2,Zone,Zone,21,-
973,Node,202,2,Zone,Zone,21,-
974,Node,203,2,Zone,Zone,21,-
975,Node,204,2,Zone,Zone,21,-
976,Node,205,2,Zone,Zone,21,-
977,Node,206,2,Zone,Zone,21,-
978,Node,207,2,Zone,Zone,21,-
979,Node,208,2,Zone,Zone,21,-
980,Node,209,2,Zone,Zone,21,-
981,Node,210,2,Zone,Zone,21,-
982,Node,211,2,Zone,Zone,21,-
983,Node,212,2,Zone,Zone,21,-
984,Node,213,2,Zone,Zone,22,-
985,Node,214,2,Zone,Zone,22,-
986,Node,215,2,Zone,Zone,22,-
987,Node,216,2,Zone,Zone,22,-
988,Node,217,2,Zone,Zone,22,-
989,Node,218,2,Zone,Zone,22,-
990,Node,219,2,Zone,Zone,22,-
991,Node,220,2,Zone,Zone,22,-
992,Node,221,2,Zone,Zone,22,-
993,Node,222,2,Zone,Zone,22,-
994,Node,223,2,Zone,Zone,22,-
995,Node,224,2,Zone,Zone,22,-
996,Node,301,3,Zone,Zone,31,-
997,Node,302,3,Zone,Zone,31,-
998,Node,303,3,Zone,Zone,31,-
999,Node,304,3,Zone,Zone,31,-
1000,Node,305,3,Zone,Zone,31,-
1001,Node,306,3,Zone,Zone,31,-
1002,Node,307,3,Zone,Zone,31,-
1003,Node,308,3,Zone,Zone,31,-
1004,Node,309,3,Zone,Zone,31,-
1005,Node,310,3,Zone,Zone,31,-
1006,Node,311,3,Zone,Zone,31,-
1007,Node,312,3,Zone,Zone,31,-
1008,Node,313,3,Zone,Zone,32,-
1009,Node,314,3,Zone,Zone,32,-
